FID,OBJECTID,SHAPE,PARK,FLAECHE,TYP,TELEFON,EINFRIEDUNG,WEBLINK1,HUNDETRAENKE,SE_ANNO_CAD_DATA
HUNDEZONEOGD.2097982,2097982,POINT (16.36540066530789 48.18058380952404),Waldmüllerpark,ca. 33059 m²,Hundeverbot,01 4000 8042,teilweise,,keine,
HUNDEZONEOGD.2097983,2097983,POINT (16.35250780781598 48.229508705008804),Helene-Deutsch-Park,ca. 3134 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2097984,2097984,POINT (16.488281786344057 48.24309483316506),PA Berresgasse EPK4,ca. 4423 m²,Hundeverbot,,nein,,keine,
HUNDEZONEOGD.2097985,2097985,POINT (16.44357984308987 48.2584404510064),Ingeborg-Bachmann-Park,ca. 10426 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2097986,2097986,POINT (16.4179333750867 48.182728861839934),PA Hallergasse,ca. 2872 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2097987,2097987,POINT (16.332142413968405 48.210562426339955),Leon-Askin-Park,ca. 1433 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2097988,2097988,POINT (16.367850058254152 48.18640223804841),Alois-Drasche-Park,ca. 13962 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2097989,2097989,POINT (16.34523983161615 48.20881982833419),Tigerpark,ca. 1562 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2097990,2097990,POINT (16.319047106947295 48.19666468542066),Forschneritschpark,ca. 3843 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2097991,2097991,POINT (16.28765381181938 48.17522575104728),Kinderspielplatz Fasangarten,ca. 1984 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2097992,2097992,POINT (16.34223817392768 48.193842339818886),Minna-Lachs-Park,ca. 2856 m²,Hundeverbot,01 4000 8042,teilweise,,keine,
HUNDEZONEOGD.2097993,2097993,POINT (16.35873166898186 48.17243445281517),Fortunapark,ca. 10487 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2097994,2097994,POINT (16.346943073843985 48.19237868948892),Hubert-Marischka-Park,ca. 4412 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2097995,2097995,POINT (16.318973732927166 48.23719484872123),Gerda-Lerner-Park,ca. 988 m²,Hundeverbot,01 4000 8042,teilweise,,keine,
HUNDEZONEOGD.2097996,2097996,POINT (16.364790471711835 48.21739209564955),Erwin-Ringel-Park,ca. 2677 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2097997,2097997,POINT (16.347497779257143 48.18724135050086),PA Am Hundsturm,ca. 3675 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2097998,2097998,POINT (16.317386575155222 48.187468675799224),Auer-Welsbach-Park,ca. 87145 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2097999,2097999,POINT (16.265988573964428 48.18826201854048),Dechant-Kinzl-Park,ca. 1512 m²,Hundeverbot,,keine Angabe,,keine,
HUNDEZONEOGD.2098000,2098000,POINT (16.374451552964576 48.244128321714854),Forsthauspark,ca. 8558 m²,Hundeverbot,01 4000 8042,teilweise,,keine,
HUNDEZONEOGD.2098001,2098001,POINT (16.355322963738043 48.1812641613832),PA Leopold-Rister-Gasse,ca. 4199 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098002,2098002,POINT (16.315006399465165 48.23210003647183),Fuchupark,ca. 4836 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098003,2098003,POINT (16.405453628504787 48.24750696507761),PA Dragonerhäufel,ca. 28245 m²,Hundeverbot,01 4000 8042,teilweise,,keine,
HUNDEZONEOGD.2098004,2098004,POINT (16.388968406439727 48.2024954556179),Friedrich-Gulda-Park,ca. 1058 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098005,2098005,POINT (16.347443991230836 48.198832814264975),Andreaspark,ca. 1386 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098006,2098006,POINT (16.355223557440308 48.206293565557374),Weghuberpark,ca. 4525 m²,Hundeverbot,01 4000 8042,teilweise,,keine,
HUNDEZONEOGD.2098007,2098007,POINT (16.302929738761573 48.19557577263356),Matzner-Park,ca. 21434 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098008,2098008,POINT (16.269768964995674 48.189079457220664),PA Sommerergasse,ca. 1091 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098009,2098009,POINT (16.39425697746847 48.154509423956235),PA Holzknechtstraße,ca. 2127 m²,Hundeverbot,01 4000 8042,teilweise,,keine,
HUNDEZONEOGD.2098010,2098010,POINT (16.340209497439094 48.18551895552616),PA Steinhagegasse,ca. 3841 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098011,2098011,POINT (16.325952488920933 48.214894587318646),Lorenz-Bayer-Park,ca. 6810 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098012,2098012,POINT (16.402880334528952 48.163932481938424),PA Löwygrube,ca. 481 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098013,2098013,POINT (16.322876251189562 48.157864701679465),PA Lichtensterngasse,ca. 2724 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098014,2098014,POINT (16.283048718987857 48.19876393024011),Waidhausenpark,ca. 3417 m²,Hundeverbot,01 4000 8042,teilweise,,keine,
HUNDEZONEOGD.2098015,2098015,POINT (16.355510022043177 48.22324441291261),Widerhoferplatz,ca. 505 m²,Hundeverbot,,keine Angabe,,keine,
HUNDEZONEOGD.2098016,2098016,POINT (16.252819890955912 48.1882903893887),Adolfstorwiesen (MA 49),ca. 10420 m²,Hundeverbot,01 4000 49000,nein,,keine,
HUNDEZONEOGD.2098017,2098017,POINT (16.42079427262056 48.13205887871393),PA Klederinger Straße,ca. 1948 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098018,2098018,POINT (16.332085234943854 48.19425639776714),PA Rosinagasse,ca. 671 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098019,2098019,POINT (16.319071289442565 48.19393931090595),Regine-Landeis-Park,ca. 2436 m²,Hundeverbot,01 4000 8042,teilweise,,keine,
HUNDEZONEOGD.2098020,2098020,POINT (16.37783265988358 48.24907749202946),Schmetterlingspark,ca. 3671 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098021,2098021,POINT (16.3632965040371 48.18971806854029),Wanda-Lanzer-Park,ca. 1007 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098022,2098022,POINT (16.330259215095563 48.202488316622215),Burjanplatz,ca. 1570 m²,Hundeverbot,,keine Angabe,,keine,
HUNDEZONEOGD.2098023,2098023,POINT (16.343620679688584 48.178023713489765),GA Malfattigasse,ca. 223 m²,Hundeverbot,,ja,,keine,
HUNDEZONEOGD.2098024,2098024,POINT (16.389012296959134 48.25668996620144),Floridsdorfer Aupark,ca. 10838 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098025,2098025,POINT (16.424504346990382 48.25010816738206),Nordmanngasse (MA 49),ca. 4705 m²,Hundeverbot,01 4000 49000,nein,,keine,
HUNDEZONEOGD.2098026,2098026,POINT (16.311368379025645 48.19598340436332),Reinlpark,ca. 3143 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098027,2098027,POINT (16.41784752921857 48.18091098891449),PA Lorenz-Reiter-Straße,ca. 6853 m²,Hundeverbot,01 4000 8042,teilweise,,keine,
HUNDEZONEOGD.2098028,2098028,POINT (16.26839242847614 48.16118377292912),Napoleonwald,ca. 13569 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098029,2098029,POINT (16.404745700316184 48.20541270066449),Prater - Jesuitenwiese,ca. 133578 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098030,2098030,POINT (16.4308541397234 48.22036334672738),Strombucht (MA 45),ca. 6956 m²,Hundeverbot,01 4000 96530,nein,,keine,
HUNDEZONEOGD.2098031,2098031,POINT (16.371485899512944 48.214178213915915),Rudolfspark,ca. 4129 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098032,2098032,POINT (16.35111360521265 48.22523303356275),PA Bertha-Löwi-Weg,ca. 1012 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098033,2098033,POINT (16.350564794447685 48.212403105882366),Schönbornpark,ca. 8512 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098034,2098034,POINT (16.39235204253044 48.20336771558433),Grete-Jost-Park,ca. 1777 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098035,2098035,POINT (16.37701982544949 48.170969557347874),Antonspark,ca. 480 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098036,2098036,POINT (16.34547684770318 48.21107475690725),Hamerlingpark,ca. 5285 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098037,2098037,POINT (16.415223510479738 48.243676380768626),ArbeiterInnenstrand (MA 45),ca. 19959 m²,Hundeverbot,01 4000 96530,nein,,keine,
HUNDEZONEOGD.2098038,2098038,POINT (16.361037008628717 48.18989396837148),Schütte-Lihotzky-Park,ca. 3221 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098039,2098039,POINT (16.48907472261715 48.27659434907395),Badeteich Süßenbrunn,ca. 11878 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098040,2098040,POINT (16.30362728745402 48.22918472312774),Josef-Kaderka-Park,ca. 3919 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098041,2098041,POINT (16.378262432223035 48.17927758711076),Humboldtpark,ca. 2638 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098042,2098042,POINT (16.331035740516 48.19829498032849),Reithofferpark,ca. 9761 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098043,2098043,POINT (16.462601217392194 48.15678321523716),Hofgartel,ca. 14612 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098044,2098044,POINT (16.38468838151448 48.166867847991554),Alfred-Böhm-Park,ca. 23273 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098045,2098045,POINT (16.38529510408581 48.238007360763845),Allerheiligenpark,ca. 17281 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098046,2098046,POINT (16.352558775368784 48.19417939967338),Helene-Heppe-Park,ca. 381 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098047,2098047,POINT (16.36028871595236 48.21480850519219),Sigmund-Freud-Park,ca. 7135 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098048,2098048,POINT (16.360042816463224 48.18657479196251),PA Zentaplatz,ca. 1421 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098049,2098049,POINT (16.315487401991756 48.14008290284187),PaN-Park,ca. 11799 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098050,2098050,POINT (16.333780865579758 48.18651252819204),Ignaz-Kuranda-Park,ca. 1750 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098051,2098051,POINT (16.36855812070277 48.17093654059834),PA Paltramplatz,ca. 3096 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098052,2098052,POINT (16.39886044708806 48.19111009659966),Waisenhauspark,ca. 3436 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098053,2098053,POINT (16.275649765228213 48.18089251531694),PA Roter Berg,ca. 23755 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098054,2098054,POINT (16.327082246355594 48.18985090283127),Ernestine-Diwisch-Park,ca. 1599 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098055,2098055,POINT (16.307111128218168 48.20114056317445),Ordeltpark,ca. 3014 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098056,2098056,POINT (16.39032686314041 48.142517199540656),PA Kurt-Tichy-Gasse,ca. 3540 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098057,2098057,POINT (16.312835594871245 48.148296269977806),PA Alma-Seidler-Weg,ca. 9604 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098058,2098058,POINT (16.326874508865338 48.18883460950846),Hans-Rott-Park,ca. 667 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098059,2098059,POINT (16.35887801784797 48.22348563824251),Liechtensteinpark,ca. 54225 m²,Hundeverbot,01 4000 8042,teilweise,,keine,
HUNDEZONEOGD.2098060,2098060,POINT (16.42174789884557 48.22274812495246),Hundezone,ca. 7703 m²,Hundeverbot,,,,keine,
HUNDEZONEOGD.2098061,2098061,POINT (16.38653670932547 48.23422984738547),Mortarapark,ca. 11230 m²,Hundeverbot,01 4000 8042,teilweise,,keine,
HUNDEZONEOGD.2098062,2098062,POINT (16.28751253568408 48.18532775331112),Hügelpark,ca. 9966 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098063,2098063,POINT (16.337031352254446 48.17788940106525),PA Canalettogasse,ca. 310 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098064,2098064,POINT (16.35771880755766 48.1864461554771),PA Siebenbrunnengasse,ca. 1699 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098065,2098065,POINT (16.427615909409415 48.22303526037509),Hundeverbot Schnitterweg (MA45),ca. 1764 m²,Hundeverbot,01 4000 96530,ja,,keine,
HUNDEZONEOGD.2098066,2098066,POINT (16.35230397008822 48.165654275140454),Eva-und-Otto-Benesch-Park,ca. 15838 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098067,2098067,POINT (16.342194706044864 48.212236132146145),GA Bennoplatz,ca. 495 m²,Hundeverbot,,ja,,keine,
HUNDEZONEOGD.2098068,2098068,POINT (16.387450618605026 48.20606972034916),Josef-Pfeifer-Park,ca. 625 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098069,2098069,POINT (16.389587578109534 48.14805725219052),PA Bergtaidingweg,ca. 3080 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098070,2098070,POINT (16.410128547461497 48.17217015521867),Herderpark,ca. 30396 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098071,2098071,POINT (16.436865697893737 48.23118505896232),Lagerwiese Rehlacke,ca. 26194 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098072,2098072,POINT (16.378004724754092 48.166730238274354),Hebbelpark,ca. 3188 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098073,2098073,POINT (16.354396312914645 48.1755940090989),Martin-Luther-King-Park,ca. 5590 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098074,2098074,POINT (16.311115608138156 48.212243870433724),Huttengasse,ca. 763 m²,Hundeverbot,,keine Angabe,,keine,
HUNDEZONEOGD.2098075,2098075,POINT (16.38121759864121 48.24504976861543),PA Friedrich-Engels-Platz,ca. 3264 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098076,2098076,POINT (16.354637713070627 48.19382375722537),Ernst-Arnold-Park,ca. 2740 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098077,2098077,POINT (16.30600963098884 48.19807165809531),Ludwig-Zatzka-Park,ca. 5422 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098078,2098078,POINT (16.38177972926974 48.2049122547903),Stadtpark - Kinderpark,ca. 31300 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098079,2098079,POINT (16.25610300727199 48.20249605816451),Karl-Terkal-Park,ca. 989 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098080,2098080,POINT (16.42167648318757 48.2544600739496),PA Carminweg,ca. 584 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098081,2098081,POINT (16.37177139434706 48.23541192910528),Hugo-Gottschlich-Park,ca. 1309 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098082,2098082,POINT (16.48403712950276 48.22141405950442),PA Pilotengasse,ca. 4443 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098083,2098083,POINT (16.432487743526305 48.24847173506649),Kirschblütenpark,ca. 34045 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098084,2098084,POINT (16.367765671009465 48.19309963095726),Ernst-Jandl-Park,ca. 529 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098085,2098085,POINT (16.340611347249286 48.20759404807972),Josef-Strauß-Park,ca. 7893 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098086,2098086,POINT (16.351244756319023 48.181066846114604),Hanna-Gärtner-Park,ca. 1696 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098087,2098087,POINT (16.27673239418256 48.20593079712847),Elfriede-Stumpf-Park,ca. 3818 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098088,2098088,POINT (16.296509580704488 48.181379966652095),Katharina-Schratt-Park,ca. 1757 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098089,2098089,POINT (16.476930613320384 48.21406673598998),PA Asperner Wies'n,ca. 5692 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098090,2098090,POINT (16.486561432876 48.24264287876564),Hundezone,ca. 7589 m²,Hundeverbot,,nein,,keine,
HUNDEZONEOGD.2098091,2098091,POINT (16.335259616275216 48.17863859705709),PA Vierthalergasse,ca. 2046 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098092,2098092,POINT (16.353764528827618 48.22121596780625),Arne-Karlsson-Park,ca. 10480 m²,Hundeverbot,01 4000 8042,teilweise,,keine,
HUNDEZONEOGD.2098093,2098093,POINT (16.358253985955326 48.226804662946684),Lichtentalerpark,ca. 4020 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098094,2098094,POINT (16.50146483553986 48.223576729227965),Hannah-Arendt-Park,ca. 7788 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098095,2098095,POINT (16.304649312385383 48.19996906308901),Jutta-Steier-Park,ca. 5066 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098096,2098096,POINT (16.431560248308394 48.21652304922643),Hundeverbot Pirat Bucht (MA 45),ca. 10495 m²,Hundeverbot,01 4000 96530,nein,,keine,
HUNDEZONEOGD.2098097,2098097,POINT (16.442607386010284 48.16122298274046),Schloss Neugebäude - Unterer Garten,ca. 12505 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098098,2098098,POINT (16.314388611313465 48.22503595908191),PA Dr.-Josef-Resch-Platz,ca. 1040 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098099,2098099,POINT (16.43697611227314 48.249366467257694),Claudia-Heill-Park,ca. 7928 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098100,2098100,POINT (16.42704799302868 48.170376609556165),PA Seeschlachtweg,ca. 3253 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098101,2098101,POINT (16.298478108351286 48.229467463722976),PA Rupertusplatz,ca. 1750 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098102,2098102,POINT (16.33274474234714 48.18926733053762),Herklotzpark,ca. 879 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098103,2098103,POINT (16.352504349560757 48.21590242893716),PA Altes AKH,ca. 26002 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098104,2098104,POINT (16.36131563171881 48.19887861477475),Alfred-Grünwald-Park,ca. 8110 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098105,2098105,POINT (16.414540947930696 48.17074601438099),Braunhuberpark,ca. 4437 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098106,2098106,POINT (16.359786428450565 48.24207267012639),Wertheimsteinpark,ca. 6711 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098107,2098107,POINT (16.3492647009669 48.24542389157354),Saarpark,ca. 5520 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098108,2098108,POINT (16.386154301009498 48.172410332351184),Puchsbaumpark,ca. 5070 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098109,2098109,POINT (16.36074247618282 48.20452706122766),Hundeverbot Maria-Theresien-Platz (Bundesgärten),ca. 66112 m²,Hundeverbot,,keine Angabe,,keine,
HUNDEZONEOGD.2098110,2098110,POINT (16.400145266753185 48.22017047677542),Max-Winter-Park,ca. 10040 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098111,2098111,POINT (16.26745524752137 48.19640503097012),PA Cossmanngasse,ca. 2283 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098112,2098112,POINT (16.328902889286784 48.20244386135029),PA Kriemhildplatz,ca. 1085 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098113,2098113,POINT (16.32581484627591 48.18708847764614),PA Dreihausgasse,ca. 1231 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098114,2098114,POINT (16.251510480824706 48.14587530406907),Anton-Krieger-Gasse (MA49),ca. 13726 m²,Hundeverbot,01 4000 49000,keine Angabe,,keine,
HUNDEZONEOGD.2098115,2098115,POINT (16.31460043734607 48.22350218167498),Park der Freiheit,ca. 1189 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098116,2098116,POINT (16.466064444154366 48.15171833871628),PA Csokorgasse,ca. 6134 m²,Hundeverbot,01 4000 8042,,,keine,
HUNDEZONEOGD.2098117,2098117,POINT (16.350853598848484 48.1829170220262),Ernst-Lichtblau-Park,ca. 2193 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098118,2098118,POINT (16.50554787767119 48.22691253953395),Seepark,ca. 26990 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098119,2098119,POINT (16.46148836668644 48.15343223907299),PA Am Leberberg,ca. 25885 m²,Hundeverbot,01 4000 8042,,,keine,
HUNDEZONEOGD.2098120,2098120,POINT (16.227663780446704 48.21681302564082),PA Schöffelplatz,ca. 3760 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098121,2098121,POINT (16.348877931715695 48.21675088466636),Viktor-Frankl-Park,ca. 3000 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098122,2098122,POINT (16.3673659690242 48.21441226730446),Hermann-Gmeiner-Park,ca. 3597 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098123,2098123,POINT (16.32404124715314 48.22515956254714),Christine-Nöstlinger-Park,ca. 14787 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098124,2098124,POINT (16.32744662594912 48.20978120105323),Richard-Wagner-Park,ca. 3708 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098125,2098125,POINT (16.276373011365898 48.211428536788475),Am Steinhof (MA49),ca. 440056 m²,Hundeverbot,01 4000 49000,nein,,keine,
HUNDEZONEOGD.2098126,2098126,POINT (16.396882426470036 48.243134901359305),Familienbadestrand (MA 45),ca. 23731 m²,Hundeverbot,01 4000 96530,nein,,keine,
HUNDEZONEOGD.2098127,2098127,POINT (16.273576499186756 48.15618393699275),Druk-Yul-Park,ca. 868 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098128,2098128,POINT (16.346781280179655 48.21234219658396),GA Schlesingerplatz,ca. 287 m²,Hundeverbot,,nein,,keine,
HUNDEZONEOGD.2098129,2098129,POINT (16.433662483161676 48.232262847970446),An der unteren Alten Donau (MA45),ca. 828 m²,Hundeverbot,01 4000 96530,nein,,keine,
HUNDEZONEOGD.2098130,2098130,POINT (16.40144088432661 48.19731601134671),Kardinal-Nagl-Park,ca. 7141 m²,Hundeverbot,01 4000 8042,teilweise,,keine,
HUNDEZONEOGD.2098131,2098131,POINT (16.377931028959768 48.21394119273985),Manes-Sperber-Park,ca. 319 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098132,2098132,POINT (16.441722051763552 48.24115462731747),PA Dolfi-Gruber-Weg,ca. 516 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098133,2098133,POINT (16.33259632597951 48.20359742926073),Vogelweidpark,ca. 15386 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098134,2098134,POINT (16.356576155946883 48.245464136723164),Setagayapark,ca. 4187 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098135,2098135,POINT (16.301815334730847 48.169694404849395),Friederike-Stoiber-Park,ca. 1867 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098136,2098136,POINT (16.383752330360164 48.26922519917199),PA Lorettowiese,ca. 24342 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098137,2098137,POINT (16.352330654328252 48.19747767021606),Esterházypark,ca. 10782 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098138,2098138,POINT (16.27004815994975 48.17292065240743),Hörndlwald (MA 49),ca. 7248 m²,Hundeverbot,01 4000 49000,keine Angabe,,keine,
HUNDEZONEOGD.2098139,2098139,POINT (16.355513187473093 48.18782729430794),Bacherpark,ca. 3354 m²,Hundeverbot,01 4000 8042,teilweise,,keine,
HUNDEZONEOGD.2098140,2098140,POINT (16.391572093601773 48.1982947307859),Arenbergpark,ca. 3638 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098141,2098141,POINT (16.40188946345436 48.18261644387586),Friedhof St. Marx,ca. 57078 m²,Hundeverbot,01 4000 8042,nein,,keine,
